Body_style,City,Class,Color,Fuel,Km,Link,Make,Model,Price,Title,Transmission,Used_since
,Kafr El Zayat,,Dark grey,gas,"210,000 Km",https://eg.hatla2ee.com/en/car/hyundai/verna/7000222,Hyundai,Verna,350000,Used Hyundai Verna 2011 for sale Kafr El Zayat,manual,2011
,Nasr city,,Silver,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/jac/j3/6999039,Jac,J3,500000,Used Jac J3 2015 for sale Nasr city,manual,2015
Sedan,Borg el arab,,White,gas,"134,000 Km",https://eg.hatla2ee.com/en/car/hyundai/verna/7000025,Hyundai,Verna,370000,Used Hyundai Verna 2015 for sale Borg el arab,manual,2015
,El Mahalla,,Silver,gas,"125,000 Km",https://eg.hatla2ee.com/en/car/speranza/tiggo/6999918,Speranza,Tiggo,430000,Used Speranza Tiggo 2013 for sale El Mahalla,manual,2013
,Nasr city,,Bronze,gas,"108,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/6999829,Renault,Logan,475000,Used Renault Logan 2015 for sale Nasr city,manual,2015
,Al Shorouk,,Silver,gas,"281,000 Km",https://eg.hatla2ee.com/en/car/hyundai/excel/6999728,Hyundai,Excel,165000,Used Hyundai Excel 1998 for sale Al Shorouk,manual,1998
,El Haram,,Blue,gas,"54,000 Km",https://eg.hatla2ee.com/en/car/suzuki/baleno/6999634,Suzuki,Baleno,700000,Used Suzuki Baleno 2020 for sale El Haram,automatic,2020
Sedan,Tagamo3 - New Cairo,,White,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6998935,Chevrolet,Lanos,185000,Used Chevrolet Lanos 2009 for sale Tagamo3 - New Cairo,manual,2009
,Cairo,,Black,gas,"208,000 Km",https://eg.hatla2ee.com/en/car/geely/emgrand7/6999409,Geely,Emgrand 7,350000,Used Geely Emgrand 7 2013 for sale Cairo,automatic,2013
4x4,Borg el arab,,Cyan,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/ford/explorer/6999221,Ford,Explorer,275000,Used Ford Explorer 1997 for sale Borg el arab,automatic,1997
,El Mahalla,,White,gas,"11,000 Km",https://eg.hatla2ee.com/en/car/skoda/Octavia-A8/6999198,Skoda,Octavia A8,1650000,Used Skoda Octavia A8 2021 for sale El Mahalla,automatic,2021
MiniVans,Mansoura,,Gray,gas,"144,000 Km",https://eg.hatla2ee.com/en/car/kia/carens/6999100,Kia,Carens,640000,Used Kia Carens 2011 for sale Mansoura,automatic,2011
,Pyramids Gardens,,Black,gas,"164,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6995409,Chevrolet,Aveo,310000,Used Chevrolet Aveo 2007 for sale Pyramids Gardens,manual,2007
,Cairo,,Black,gas,"96,000 Km",https://eg.hatla2ee.com/en/car/jetour/X95/6996313,Jetour,X95,1400000,Used Jetour X95 2022 for sale Cairo,automatic,2022
,Cairo,,Blue,gas,"80,000 Km",https://eg.hatla2ee.com/en/car/suzuki/alto/6998849,Suzuki,Alto,365000,Used Suzuki Alto 2019 for sale Cairo,manual,2019
,Giza,,Dark blue,gas,"9,000 Km",https://eg.hatla2ee.com/en/car/chery/Tiggo3/6998794,Chery,Tiggo 3,578000,Used Chery Tiggo 3 2019 for sale Giza,automatic,2019
4x4,Giza,,Silver,gas,0 Km,https://eg.hatla2ee.com/en/car/lada/niva/6997998,Lada,Niva,185000,Used Lada Niva 2010 for sale Giza,manual,2010
,Giza,,Green,gas,"132,000 Km",https://eg.hatla2ee.com/en/car/skoda/felicia/6998601,Skoda,Felicia,170000,Used Skoda Felicia 1995 for sale Giza,manual,1995
,Cairo,,Silver,gas,"164,000 Km",https://eg.hatla2ee.com/en/car/peugeot/301/6998532,Peugeot,301,595000,Used Peugeot 301 2020 for sale Cairo,automatic,2020
,Maadi,,Silver,gas,"166,000 Km",https://eg.hatla2ee.com/en/car/geely/emgrand7/6998393,Geely,Emgrand 7,295000,Used Geely Emgrand 7 2014 for sale Maadi,manual,2014
,Nasr city,,Other,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/lada/granta/6998293,Lada,Granta,270000,Used Lada Granta 2019 for sale Nasr city,manual,2019
,Damietta,,Silver,gas,"98,000 Km",https://eg.hatla2ee.com/en/car/suzuki/maruti/6987367,Suzuki,Maruti,130000,Used Suzuki Maruti 2008 for sale Damietta,manual,2008
,6 October,,Dark blue,gas,"193,000 Km",https://eg.hatla2ee.com/en/car/mercedes/b-180/6998029,Mercedes,B 180,680000,Used Mercedes B 180 2010 for sale 6 October,automatic,2010
,Cairo,,Dark grey,gas,"136,000 Km",https://eg.hatla2ee.com/en/car/opel/insignia/6997989,Opel,Insignia,1200000,Opel Insignia 2018,automatic,2018
,Tagamo3 - New Cairo,,Black,gas,"81,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/6997850,Toyota,Corolla,960000,Used Toyota Corolla 2018 for sale Tagamo3 - New Cairo,automatic,2018
,Alexandria,,Black,gas,"289,000 Km",https://eg.hatla2ee.com/en/car/haima/Family/6997753,Haima,Family,285000,Used Haima Family 2008 for sale Alexandria,automatic,2008
,Sheikh Zayed City,,White,gas,"85,000 Km",https://eg.hatla2ee.com/en/car/zotye/T500/6997659,Zotye,T500,900000,Used Zotye T500 2019 for sale Sheikh Zayed City,automatic,2019
Sedan,Faiyum,,Black,gas,"85,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6997328,MG,5,750000,Used MG 5 2020 for sale Faiyum,automatic,2020
,Giza,,Gold,gas,"500,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/galant/6997427,Mitsubishi,Galant,105000,Used Mitsubishi Galant 1992 for sale Giza,manual,1992
,Mokattam,,Red,gas,"13,000 Km",https://eg.hatla2ee.com/en/car/forthing/T5+evo/6995148,Forthing,T5 evo,1050000,Used Forthing T5 evo 2023 for sale Mokattam,automatic,2023
,Sheikh Zayed City,,Blue,gas,"380,000 Km",https://eg.hatla2ee.com/en/car/jeep/cherokee/6997239,Jeep,Cherokee,390000,Used Jeep Cherokee 2002 for sale Sheikh Zayed City,automatic,2002
,Mohandessin,,Dark green,gas,10 Km,https://eg.hatla2ee.com/en/car/mercedes/e-200/6997120,Mercedes,E 200,6250000,Used Mercedes E 200 2025 for sale Mohandessin,automatic,2025
,Tagamo3 - New Cairo,,Eggplant,gas,"77,000 Km",https://eg.hatla2ee.com/en/car/peugeot/3008/6994684,Peugeot,3008,1980000,Used Peugeot 3008 2022 for sale Tagamo3 - New Cairo,automatic,2022
,Kafr el-Sheikh,,Dark red,gas,"450,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/6996905,Toyota,Corolla,520000,Used Toyota Corolla 2004 for sale Kafr el-Sheikh,automatic,2004
,Damanhur,,Black,gas,"408,000 Km",https://eg.hatla2ee.com/en/car/nissan/tiida/6996800,Nissan,Tiida,450000,Used Nissan Tiida 2008 for sale Damanhur,automatic,2008
Sedan,Heliopolis,,Red,gas,"114,000 Km",https://eg.hatla2ee.com/en/car/mazda/mazda-3/6996709,Mazda,3                                                                                            || Mazda 3,745000,Used Mazda 3 2016 for sale Heliopolis,automatic,2016
Sedan,Cairo,,Red,gas,"210,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6996607,Hyundai,Accent RB,460000,Used Hyundai Accent RB 2012 for sale Cairo,manual,2012
MiniVans,El Minya,,Black,gas,"135,000 Km",https://eg.hatla2ee.com/en/car/kia/carens/6996527,Kia,Carens,520000,Used Kia Carens 2010 for sale El Minya,automatic,2010
Sedan,Mohandessin,,Other,gas,"219,000 Km",https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6996410,Skoda,Octavia A7,850000,Used Skoda Octavia A7 2015 for sale Mohandessin,manual,2015
,Nasr city,,Blue,gas,"56,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/6994122,Renault,Logan,520000,Used Renault Logan 2021 for sale Nasr city,manual,2021
,Damietta,,White,gas,"165,000 Km",https://eg.hatla2ee.com/en/car/kia/soul/6789982,Kia,Soul,845000,Used Kia Soul 2014 for sale Damietta,automatic,2014
,Hadayek October,,Gray,gas,"179,000 Km",https://eg.hatla2ee.com/en/car/byd/l3/6996093,Byd,L3,390000,Used Byd L3 2017 for sale Hadayek October,automatic,2017
4x4,Sheraton,,Silver,gas,"390,000 Km",https://eg.hatla2ee.com/en/car/jeep/liberty/6995966,Jeep,Liberty,460000,Used Jeep Liberty 2002 for sale Sheraton,automatic,2002
Hatchback,6 October,,Blue,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/fiat/ritmo/6995910,Fiat,Ritmo,85000,Used Fiat Ritmo 1983 for sale 6 October,automatic,1983
SUV,Cairo,,Dark grey,gas,"260,000 Km",https://eg.hatla2ee.com/en/car/audi/q3/6995272,Audi,Q3,1100000,Used Audi Q3 2014 for sale Cairo,automatic,2014
Sedan,Shubra al-Khaimah,,Dark red,gas,"194,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/6995718,Hyundai,Elantra AD,750000,Used Hyundai Elantra AD 2017 for sale Shubra al-Khaimah,automatic,2017
,Tagamo3 - New Cairo,,Black,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/mercedes/g-class/6995575,Mercedes,G Class,7500000,Used Mercedes G Class 2018 for sale Tagamo3 - New Cairo,automatic,2018
Sedan,Tagamo3 - New Cairo,,Dark blue,gas,"105,000 Km",https://eg.hatla2ee.com/en/car/opel/vectra/6992833,Opel,Vectra,550000,Used Opel Vectra 2008 for sale Tagamo3 - New Cairo,automatic,2008
Sedan,Maadi,,Black,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6995109,Nissan,Sunny,370000,Used Nissan Sunny 2015 for sale Maadi,automatic,2015
,Cairo,,Dark grey,gas,"9,300 Km",https://eg.hatla2ee.com/en/car/citroen/C5-Aircross/6993105,Citroën,C5 Aircross,1780000,Used Citroën C5 Aircross 2025 for sale Cairo,automatic,2025
,Cairo,,Red,natural gas,"498,000 Km",https://eg.hatla2ee.com/en/car/byd/f3/6995230,Byd,F3,300000,Used Byd F3 2014 for sale Cairo,manual,2014
SUV,Zagazig,,White,gas,"258,000 Km",https://eg.hatla2ee.com/en/car/peugeot/3008/6995127,Peugeot,3008,620000,Used Peugeot 3008 2013 for sale Zagazig,automatic,2013
Sedan,6 October,,Blue,gas,"210,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/lancer/6995070,Mitsubishi,Lancer,335000,Used Mitsubishi Lancer 2003 for sale 6 October,manual,2003
,6 October,,Black,gas,"52,000 Km",https://eg.hatla2ee.com/en/car/jetour/X95/6994958,Jetour,X95,1270000,Used Jetour X95 2022 for sale 6 October,automatic,2022
,El Mahalla,,Red,gas,"33,800 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6994828,Nissan,Sunny,605000,Used Nissan Sunny 2020 for sale El Mahalla,automatic,2020
,Dakahlia,,Gray,gas,"62,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6994739,Nissan,Sunny,550000,Used Nissan Sunny 2016 for sale Dakahlia,automatic,2016
,Cairo,,Other,gas,"170,000 Km",https://eg.hatla2ee.com/en/car/bmw/318/6994571,BMW,318,1120000,Used BMW 318 2016 for sale Cairo,automatic,2016
,Cairo,,Black,gas,"33,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/6994514,Toyota,Corolla,1300000,Used Toyota Corolla 2024 for sale Cairo,automatic,2024
,Ras Sedr,,Red,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6994402,Chevrolet,Lanos,330000,Used Chevrolet Lanos 2013 for sale Ras Sedr,manual,2013
,Ismailia,,Red,gas,"87,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6994139,MG,5,890000,Used MG 5 2022 for sale Ismailia,automatic,2022
Hatchback,10th of Ramadan,,Red,gas,"225,000 Km",https://eg.hatla2ee.com/en/car/fiat/punto-evo/6994206,Fiat,Punto evo,420000,Used Fiat Punto evo 2011 for sale 10th of Ramadan,automatic,2011
,Madinaty,,Cyan,gas,"110,000 Km",https://eg.hatla2ee.com/en/car/citroen/C3-Aircross/6956139,Citroën,C3 Aircross,780000,Used Citroën C3 Aircross 2019 for sale Madinaty,automatic,2019
,Mohandessin,,Black,gas,"152,000 Km",https://eg.hatla2ee.com/en/car/bmw/318/6978460,BMW,318,1285000,Used BMW 318 2019 for sale Mohandessin,automatic,2019
Sedan,Cairo,,Green,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/200/6990150,Mercedes,200,120000,Used Mercedes 200 1976 for sale Cairo,manual,1976
,Tagamo3 - New Cairo,,Silver,gas,"122,000 Km",https://eg.hatla2ee.com/en/car/bmw/316/6993821,BMW,316,900000,Used BMW 316 2010 for sale Tagamo3 - New Cairo,automatic,2010
,Ain Shams,,Beige,gas,0 Km,https://eg.hatla2ee.com/en/car/mazda/323/6993730,Mazda,323,85000,Used Mazda 323 1982 for sale Ain Shams,manual,1982
,Cairo,,Petroleum,gas,"84,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/6993658,Hyundai,Elantra CN7,1180000,Used Hyundai Elantra CN7 2021 for sale Cairo,automatic,2021
,Shibin El Qanater,,Black,gas,"260,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/pajero/6993596,Mitsubishi,Pajero,850000,Used Mitsubishi Pajero 2004 for sale Shibin El Qanater,automatic,2004
Sedan,Mohandessin,,Black,gas,"210,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/6993513,Volkswagen,Jetta,670000,Used Volkswagen Jetta 2010 for sale Mohandessin,automatic,2010
SUV,Tagamo3 - New Cairo,,Silver,gas,"2,500 Km",https://eg.hatla2ee.com/en/car/jac/s2/6993402,Jac,S2,720000,Used Jac S2 2025 for sale Tagamo3 - New Cairo,automatic,2025
,Giza,,Silver,gas,"100,000 Km",https://eg.hatla2ee.com/en/car/nissan/sentra/6993295,Nissan,Sentra,670000,Used Nissan Sentra 2017 for sale Giza,automatic,2017
,Mit Ghamr,,Cyan,gas,0 Km,https://eg.hatla2ee.com/en/car/peugeot/504/6993192,Peugeot,504,125000,Used Peugeot 504 1975 for sale Mit Ghamr,manual,1975
Sedan,Hurghada,,Dark red,gas,"210,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/6993077,Chevrolet,Optra,464000,Used Chevrolet Optra 2016 for sale Hurghada,automatic,2016
,Beheira,,Bronze,gas,"72,400 Km",https://eg.hatla2ee.com/en/car/renault/duster/6992816,Renault,Duster,850000,Used Renault Duster 2020 for sale Beheira,automatic,2020
,Shobra,,White,gas,1 Km,https://eg.hatla2ee.com/en/car/suzuki/van/6992690,Suzuki,Van,200000,Used Suzuki Van 2014 for sale Shobra,manual,2014
,Sheikh Zayed City,,Dark grey,gas,"15,000 Km",https://eg.hatla2ee.com/en/car/kia/sorento/6990626,Kia,Sorento,3500000,Used Kia Sorento 2024 for sale Sheikh Zayed City,automatic,2024
,Tagamo3 - New Cairo,,Silver,gas,"485,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6992694,Mitsubishi,Lancer Puma,420000,Used Mitsubishi Lancer Puma 2005 for sale Tagamo3 - New Cairo,automatic,2005
Sedan,Helwan,,White,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/kia/pride/6992585,Kia,Pride,165000,Used Kia Pride 1999 for sale Helwan,automatic,1999
Sedan,Alexandria,,Red,gas,"80,000 Km",https://eg.hatla2ee.com/en/car/kia/rio/6992454,Kia,Rio,680000,Used Kia Rio 2013 for sale Alexandria,automatic,2013
Sedan,Mohandessin,,Dark blue,gas,"105,000 Km",https://eg.hatla2ee.com/en/car/renault/megane/6992325,Renault,Megane,850000,Used Renault Megane 2022 for sale Mohandessin,automatic,2022
,6 October,,Dark green,diesel,"320,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/blazer/6992195,Chevrolet,Blazer,250000,Used Chevrolet Blazer 1991 for sale 6 October,manual,1991
,Giza,,White,gas,"61,000 Km",https://eg.hatla2ee.com/en/car/mercedes/cla-200/6992051,Mercedes,CLA 200,2250000,Used Mercedes CLA 200 2020 for sale Giza,automatic,2020
Sedan,Alexandria,,Dark red,gas,0 Km,https://eg.hatla2ee.com/en/car/toyota/corolla/6991953,Toyota,Corolla,480000,Used Toyota Corolla 2003 for sale Alexandria,automatic,2003
SUV,Heliopolis,,Other,Electric,600 Km,https://eg.hatla2ee.com/en/car/volks-wagen/ID-4/6991816,Volkswagen,ID 4,1770000,Used Volkswagen ID 4 2023 for sale Heliopolis,automatic,2023
Hatchback,Tagamo3 - New Cairo,,Black,gas,"207,000 Km",https://eg.hatla2ee.com/en/car/hyundai/i10/6991696,Hyundai,I10,390000,Used Hyundai I10 2011 for sale Tagamo3 - New Cairo,automatic,2011
,Tagamo3 - New Cairo,,Silver,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/mercedes/c-180/6991602,Mercedes,C 180,1350000,Used Mercedes C 180 2012 for sale Tagamo3 - New Cairo,automatic,2012
Sedan,Cairo,,Black,gas,"280,000 Km",https://eg.hatla2ee.com/en/car/mercedes/s-500/6968214,Mercedes,S 500,650000,Used Mercedes S 500 2002 for sale Cairo,automatic,2002
Sedan,Giza,,White,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/fiat/shahin/6989386,Fiat,Shahin,120000,Used Fiat Shahin 2001 for sale Giza,manual,2001
,Nasr city,,Black,gas,"137,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6978821,Chevrolet,Lanos,300000,Used Chevrolet Lanos 2011 for sale Nasr city,manual,2011
SUV,6 October,,Dark red,gas,"205,000 Km",https://eg.hatla2ee.com/en/car/bmw/x1/6991174,BMW,X1,830000,Used BMW X1  for sale 6 October,automatic,2012
,Cairo,,Silver,gas,"18,000 Km",https://eg.hatla2ee.com/en/car/renault/megane/6991079,Renault,Megane,940000,Used Renault Megane 2022 for sale Cairo,automatic,2022
,Nasr city,,Gray,gas,"96,000 Km",https://eg.hatla2ee.com/en/car/hyundai/creta/6990998,Hyundai,Creta,875000,Used Hyundai Creta 2017 for sale Nasr city,automatic,2017
Hatchback,Heliopolis,,White,gas,"28,000 Km",https://eg.hatla2ee.com/en/car/opel/corsa/6990428,Opel,Corsa,1050000,Used Opel Corsa 2022 for sale Heliopolis,automatic,2022
,Obour City,,White,gas,"105,000 Km",https://eg.hatla2ee.com/en/car/haval/haval-h6/6990888,Haval,H6,1070000,Used Haval H6 2022 for sale Obour City,automatic,2022
Hatchback,Tagamo3 - New Cairo,,Black,gas,"115,000 Km",https://eg.hatla2ee.com/en/car/fiat/puntu/6989178,Fiat,Punto,315000,Used Fiat Punto 2011 for sale Tagamo3 - New Cairo,manual,2011
,Mokattam,,Black,gas,"185,000 Km",https://eg.hatla2ee.com/en/car/bmw/318/6989059,BMW,318,1300000,Used BMW 318 2017 for sale Mokattam,automatic,2017
,Mokattam,,Gray,gas,"66,000 Km",https://eg.hatla2ee.com/en/car/opel/Crossland/6990527,Opel,Crossland,990000,Used Opel Crossland 2022 for sale Mokattam,automatic,2022
,Tanta,,Black,gas,"144,000 Km",https://eg.hatla2ee.com/en/car/kia/cerato/6990439,Kia,Cerato,650000,Used Kia Cerato 2010 for sale Tanta,automatic,2010
,Helwan,,Bronze,gas,"500,000 Km",https://eg.hatla2ee.com/en/car/geely/emgrand7/6990376,Geely,Emgrand 7,350000,Used Geely Emgrand 7 2018 for sale Helwan,automatic,2018
Sedan,Sheraton,,Dark blue,gas,"135,500 Km",https://eg.hatla2ee.com/en/car/renault/logan/6990305,Renault,Logan,580000,Used Renault Logan 2020 for sale Sheraton,automatic,2020
,6 October,,Brown,gas,"130,000 Km",https://eg.hatla2ee.com/en/car/renault/megane/6990225,Renault,Megane,785000,Used Renault Megane 2018 for sale 6 October,automatic,2018
,Obour City,,Silver,gas,"32,000 Km",https://eg.hatla2ee.com/en/car/citroen/C4X/6990028,Citroën,C4X,1400000,Used Citroën C4X 2023 for sale Obour City,automatic,2023
Sedan,El Haram,,Black,gas,"280,000 Km",https://eg.hatla2ee.com/en/car/byd/f3/6989982,Byd,F3,350000,Used Byd F3  for sale El Haram,manual,2017
SUV,Sheikh Zayed City,,Dark blue,gas,"80,000 Km",https://eg.hatla2ee.com/en/car/renault/duster/6989866,Renault,Duster,850000,Used Renault Duster 2022 for sale Sheikh Zayed City,automatic,2022
Sedan,El Haram,,Silver,gas,"80,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6989740,Nissan,Sunny,620000,Used Nissan Sunny 2021 for sale El Haram,automatic,2021
,Shobra,,Silver,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/hyundai/verna/6989629,Hyundai,Verna,415000,Used Hyundai Verna 2014 for sale Shobra,manual,2014
MiniVans,Pyramids Gardens,,Dark grey,gas,"170,000 Km",https://eg.hatla2ee.com/en/car/citroen/c4-picasso/6989498,Citroën,C4 Picasso,550000,Used Citroën C4 Picasso 2015 for sale Pyramids Gardens,automatic,2015
,Cairo,,White,gas,"270,000 Km",https://eg.hatla2ee.com/en/car/peugeot/405/6989316,Peugeot,405,170000,Used Peugeot 405 1994 for sale Cairo,manual,1994
SUV,Alexandria,,White,gas,"133,000 Km",https://eg.hatla2ee.com/en/car/baic/Baic-X35/6989222,Baic,X35,650000,Used Baic X35 2022 for sale Alexandria,automatic,2022
4x4,Qena,,Silver,gas,"317,000 Km",https://eg.hatla2ee.com/en/car/jeep/cherokee/6989083,Jeep,Cherokee,800000,Used Jeep Cherokee 2008 for sale Qena,automatic,2008
4x4,Sheikh Zayed City,,White,gas,"214,000 Km",https://eg.hatla2ee.com/en/car/jeep/wrangler-unlimited/6988528,Jeep,Wrangler Unlimited,1150000,Used Jeep Wrangler Unlimited 2012 for sale Sheikh Zayed City,automatic,2012
MiniVans,Sohag,,Olive,gas,"235,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/suran/6988866,Volkswagen,Suran,400000,Used Volkswagen Suran 2008 for sale Sohag,manual,2008
,El Haram,,White,gas,"255,000 Km",https://eg.hatla2ee.com/en/car/mercedes/a-200/6988762,Mercedes,A 200,1150000,Used Mercedes A 200  for sale El Haram,automatic,2014
SUV,Tagamo3 - New Cairo,,Red,gas,"133,000 Km",https://eg.hatla2ee.com/en/car/renault/duster/6988662,Renault,Duster,830000,Used Renault Duster 2021 for sale Tagamo3 - New Cairo,automatic,2021
,Maadi,,Green,gas,"260,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/polo/6988536,Volkswagen,Polo,220000,Used Volkswagen Polo 1999 for sale Maadi,manual,1999
Sedan,Alexandria,,Black,gas,"260,000 Km",https://eg.hatla2ee.com/en/car/speranza/a516/6986877,Speranza,A516,220000,Used Speranza A516 2008 for sale Alexandria,automatic,2008
,Shobra,,Brown,gas,"38,000 Km",https://eg.hatla2ee.com/en/car/geely/emgrand-x7/6988328,Geely,Emgrand X7,700000,Used Geely Emgrand X7 2019 for sale Shobra,automatic,2019
,10th of Ramadan,,White,gas,"192,000 Km",https://eg.hatla2ee.com/en/car/kia/cerato/6988222,Kia,Cerato,785000,Used Kia Cerato 2016 for sale 10th of Ramadan,automatic,2016
,Cairo,,Bronze,gas,"195,000 Km",https://eg.hatla2ee.com/en/car/brilliance/v5/6986406,Brilliance,V5,590000,Used Brilliance V5 2013 for sale Cairo,automatic,2013
Hatchback,Mokattam,,Other,gas,0 Km,https://eg.hatla2ee.com/en/car/volks-wagen/beetle/6988041,Volkswagen,Beetle,200000,Used Volkswagen Beetle 0 for sale Mokattam,manual,0
,Cairo,,Gold,gas,"340,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/6986064,Chevrolet,Optra,350000,Used Chevrolet Optra 2009 for sale Cairo,manual,2009
,Alexandria,,Cyan,gas,0 Km,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6987740,Chevrolet,Lanos,360000,Used Chevrolet Lanos 2011 for sale Alexandria,manual,2011
,Cairo,,White,gas,"177,000 Km",https://eg.hatla2ee.com/en/car/skoda/Karoq/6987669,Skoda,Karoq,1220000,Used Skoda Karoq 2019 for sale Cairo,automatic,2019
MiniVans,Cairo,,Dark grey,gas,"140,000 Km",https://eg.hatla2ee.com/en/car/kia/carens/6966294,Kia,Carens,680000,Used Kia Carens 2012 for sale Cairo,automatic,2012
Sedan,Cairo,,Black,gas,"102,000 Km",https://eg.hatla2ee.com/en/car/brilliance/galena/6987312,Brilliance,Galena,400000,Used Brilliance Galena 2008 for sale Cairo,automatic,2008
,Ismailia,,Cyan,gas,"170,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/spark/6987372,Chevrolet,Spark,325000,Used Chevrolet Spark 2011 for sale Ismailia,manual,2011
,Heliopolis,,Dark grey,gas,"80,000 Km",https://eg.hatla2ee.com/en/car/renault/Kadjar/6987122,Renault,Kadjar,925000,Used Renault Kadjar 2019 for sale Heliopolis,automatic,2019
